county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,conditions,uv_index,visibility,wind_bearing,wind_speed
Mississippi County,Missouri,Summer,Report 65691: Three incidents in marshy zone outside Charleston next to Mississippi River,36.9897,-89.25555,8/1/2016,65691,Class A,dn8d2vy0dg,86,76.3,70.5,73.8,92.3,43.6,0.96,0.124,100,['rain'],1016.4,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,9.7,205.9,8.1
Miller County,Missouri,Spring,Report 8890: Truck driver has daylight sighting on country road near Marys Home.,38.305,-92.411,12/5/2004,8890,Class A,9yy3cjhqg9,49.9,40.8,31.5,37.2,87,55.6,0.79,0.279,100,['rain'],1012,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9,151,14.2
Mercer County,Missouri,Spring,Report 48530: Brothers observe tall animal during early morning visit to hunting area near Lineville,40.57773,-93.64312,4/24/2015,48530,Class B,9zjqv4gnmj,61.5,56.3,52.7,42.8,62.3,97.6,0.19,0.017,100,['rain'],1008.7,Cloudy skies throughout the day with rain.,"Rain, Overcast",,9.2,150.5,16.5
McDonald County,Missouri,Fall,Report 26306: Possible nighttime encounter at a rural home near the village of Jane,36.50787,-94.2319,9/25/2009,26306,Class B,9ykzxwn3v8,75.1,62.1,49.9,52.7,74.8,10.2,0.25,0.022,100,['rain'],1020.4,Clear conditions throughout the day with rain.,Rain,,8.5,199.4,5.1
McDonald County,Missouri,Summer,Report 28210: Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,36.51627,-94.60989,9/12/2010,28210,Class A,9ykxxpe4ty,86.2,71.8,58.6,56.3,65.3,10.5,0.14,0.002,100,['rain'],1020.1,Clear conditions throughout the day with morning rain.,Rain,,8.3,105.2,9.2
Miller County,Missouri,Summer,"Report 55997: Witness has possible sighting, howls, knocks and structures on his property outside Eldon",38.1875,-92.337,8/18/2016,55997,Class B,9yy34zf4rc,86.9,77.4,68.4,69.9,79,18.8,0.5,0,0,,1018.3,Clear conditions throughout the day.,Clear,,9.8,191.8,8.2
Oregon County,Missouri,Summer,Report 1120: Sasquatch encountered standing by porch,36.6,-91.2,6/1/1971,1120,Class A,9yx0hwy4my,0,,0,,,,0.26,,,,,,,,,,
Ozark County,Missouri,Fall,Report 39615: Homeowner awakens to something messing with rabbit cage and sees a tall dark figure near Brixey,36.4504,-92.2428,11/15/2007,39615,Class B,9yqrkgwffz,51.7,44.3,35.1,18.8,36.8,0,0.2,0,0,,1025,Clear conditions throughout the day.,Clear,,9.7,306.9,12.6
Pemiscot County,Missouri,Fall,Report 26962: Childhood face to face encounter at dusk in the river bottoms of Bootheel,36.06055,-89.98725,10/15/1961,26962,Class A,dn2j0k97cj,51.7,44.3,35.1,18.8,36.8,0,0.2,0,0,,1025,Clear conditions throughout the day.,Clear,,9.7,306.9,12.6
Pike County,Missouri,Summer,Report 1136: Creature seen stepping over four foot barbed wire fence near the town of Louisiana,39.3735,-91.093,7/15/1972,1136,Class A,9yzpzpsp72,0,,0,,,,0.16,,,,,,,,,,
Pike County,Missouri,Spring,Report 5059: Family hears strange screams off Highway 54,39.445,-91.07,4/4/1973,5059,Class B,9zp0rsszg0,50.1,40.4,38,36.5,86.1,99.6,0.04,,0,,1010.3,Cloudy skies throughout the day.,Overcast,,9.1,339,17.2
Pike County,Missouri,Spring,Report 1135: A man gathering firewood for his campsite with his ATV encounters a large ape-like animal in a creek bed,39.29007,-91.09014,3/31/1991,1135,Class A,9yzpx0w1jz,64.1,49.5,33.2,24.7,40.9,50.4,0.55,0,0,,1022.3,Partly cloudy throughout the day.,Partially cloudy,,16.6,273.6,25.3
Platte County,Missouri,Fall,,,,,63367,Class B,,,,,,,,,,,,,,,,,,
Polk County,Missouri,Summer,Report 3667: Eerie vocals in the forests of Karlin.,37.54661,-93.41,7/20/2001,3667,Class B,9yttd7huv5,92,81.6,71.9,72,74.9,3.8,0,0,0,,1015.1,Clear conditions throughout the day.,Clear,,7.5,180,9.2
Pulaski County,Missouri,Winter,"Report 1138: Family witness a 7-8 foot tall creature, covered with hair, standing in the middle of the road",37.82861,-92.20055,2/15/1989,1138,Class A,9ywrjymxek,38,35.6,29,32.4,88,100,0.33,0.196,100,"['rain', 'snow']",1031.1,Cloudy skies throughout the day with rain or snow.,"Snow, Rain, Overcast",,2.7,5.6,16.1
Pulaski County,Missouri,Fall,Report 36407: Mother & daughter hear possible vocalizations outside a home near Richland,37.50983,-92.22327,9/4/2012,36407,Class B,9ywmmkmnd5,92.7,79.6,68.6,71,78.2,24.3,0.63,0.001,100,['rain'],1010.9,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,9.6,145.7,9.2
Pulaski County,Missouri,Summer,Report 59071: Two night fishermen have scary encounter with two individuals west of Edgar Springs,37.422,-91.578,7/15/2013,59071,Class A,9ywuuh6yvy,86.8,74.2,63.6,69.2,84.2,51.1,0.25,0.195,100,['rain'],1021.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",8,9.6,100.1,11.4
Pulaski County,Missouri,Fall,Report 46676: Soldier reports possible vocalizations during a morning group run at Fort Leonard Wood,37.4504,-92.5415,10/1/2014,46676,Class B,9ywjn1tk6u,86.5,72.2,58.6,60.9,69.8,33.6,0.25,0,0,,1010.2,Partly cloudy throughout the day.,Partially cloudy,,9.7,155,11.8
Pulaski County,Missouri,Summer,Report 62393: Ozarks: Daylight sighting on eastern boundary of Fort Leonard Wood,37.7925,-92.05,7/8/2017,62393,Class A,9ywwcrgjr8,87.4,77.3,65.1,63.1,65,16.7,0.5,0,0,,1017.8,Clear conditions throughout the day.,Clear,,9.9,40.8,6.7
Ray County,Missouri,Fall,Report 38339: Possible nighttime activity at a rural home near Rayville,39.20894,-94.2908,11/15/2012,38339,Class B,9yuzn3g89h,55.4,47.3,40.5,29.8,51,29,0.06,0,0,,1026.5,Partly cloudy throughout the day.,Partially cloudy,,9.9,201.3,9.4
Reynolds County,Missouri,Fall,,,,,46826,Class A,,,,,,,,,,,,,,,,,,
Reynolds County,Missouri,Fall,Report 49971: Possible whoops heard while stargazing near Van Buren,37.05571,-90.89388,10/11/2015,49971,Class B,9yx6g9v15j,78.2,60.5,43.1,49.8,72.6,8.5,0.96,0,0,,1014,Clear conditions throughout the day.,Clear,7,8.1,195.1,13.9
Reynolds County,Missouri,Fall,,,,,56614,Class A,,,,,,,,,,,,,,,,,,
Marion County,Missouri,Spring,Report 1118: Witness saw man-like creature in a corn field.,39.8397,-91.6533,6/15/1997,1118,Class A,9znfdks556,82.5,73.1,62.7,63.5,72.2,53,0.34,,0,,1010.7,Partly cloudy throughout the day.,Partially cloudy,,10.6,176.5,18.3
Maries County,Missouri,Fall,,,,,59532,Class A,,,,,,,,,,,,,,,,,,
Madison County,Missouri,Spring,Report 2451: Three-toed print found while cutting firewood,37.5562,-90.2488,5/31/1986,2451,Class B,9yxvdkfudx,87.2,76.8,66.8,68.4,76.7,46.3,0.77,,0,,1013.2,Partly cloudy throughout the day.,Partially cloudy,,11.2,231.1,4.7
Livingston County,Missouri,Summer,Report 69316: Possible sasquatch howls heard around 3:30am by resident 6 miles NW of Chillicothe,39.83804,-93.6515,6/11/2021,69316,Class B,9zj6sum13u,92.9,79.4,70.1,67.8,69.5,58.7,0.04,0.043,100,['rain'],1009.3,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",8,,124.1,13.9
Lawrence County,Missouri,Summer,Report 2180: Two sisters witness bipedal animal walk through yard,37.11433,-93.71506,9/1/1977,2180,Class A,9yt75kqy8u,89.4,80.1,71.6,70,72.4,75.2,0.62,0.003,100,['rain'],1020,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,13.8,187.5,10.3
Lafayette County,Missouri,Summer,Report 62930: Law enforcement officers' face-to-face encounter outside Dover,39.1175,-93.4025,7/11/2003,62930,Class A,9yvwd947un,87.2,77.1,67.3,62.6,62.5,37.1,0.43,,0,,1015.5,Becoming cloudy in the afternoon.,Partially cloudy,,8.4,244.8,8.8
Jefferson County,Missouri,Winter,Report 11823: ATV'ers have daylight sighting near Hematite.,38.21719,-90.50072,1/14/1989,11823,Class B,9yz9kt5rk2,35.9,32.5,28.9,27.8,83,97.2,0.25,0.061,100,"['rain', 'snow']",1020.8,Cloudy skies throughout the day with rain or snow in the morning and afternoon.,"Snow, Rain, Overcast",,7.8,194.1,11.5
Jackson County,Missouri,Fall,Report 30573: Bowhunter recalls dusk encounter on creek dike near Oak Grove,39.04035,-94.16049,10/19/1991,30573,Class A,9yvn1746t8,52.5,40.5,28.5,23.5,54.8,31.1,0.38,0,0,,1030.2,Partly cloudy throughout the day.,Partially cloudy,,15,39.1,12.2
Howell County,Missouri,Summer,Report 24404: Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest,36.97061,-92.09264,7/30/1967,24404,Class A,9ywd26k1mv,52.5,40.5,28.5,23.5,54.8,31.1,0.38,0,0,,1030.2,Partly cloudy throughout the day.,Partially cloudy,,15,39.1,12.2
Henry County,Missouri,Fall,Report 1116: Hunters heard two highpitched screams.,38.46253,-93.91737,11/20/1998,1116,Class B,9yv4ycgkqx,55.5,41.3,32.1,31.5,69.7,24.3,0.05,0,0,,1023.7,Partly cloudy throughout the day.,Partially cloudy,,6.8,247.6,16.1
Harrison County,Missouri,Summer,Report 43612: Woman recalls encounter she had as a youth on rural property north of Bethany,40.39956,-94.02478,8/1/1979,43612,Class A,9zjju6t0rz,80.7,80.7,80.7,64.5,57.9,0,0.25,,0,,,Clear conditions throughout the day.,Clear,,,20,3.4
Greene County,Missouri,Summer,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",37.07354,-93.13545,6/1/1988,2036,Class A,9ytfbthc48,83,70.6,62.9,61.2,73.6,87.5,0.55,0.083,100,['rain'],1014.9,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,9.4,148.5,11.6
Gasconade County,Missouri,Unknown,Report 1115: Hair raising screams heard in the forest behind a four acre rye field.,38.441,-91.6284,6/30/1954,1115,Class B,9yyfdvypp9,83,70.6,62.9,61.2,73.6,87.5,0.55,0.083,100,['rain'],1014.9,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,9.4,148.5,11.6
Franklin County,Missouri,Fall,Report 20677: Resident describes possible vocalizations near Robertsville.,38.40685,-90.7,10/9/2002,20677,Class B,9yzd2pf20g,68.4,59.1,51.9,51.2,77.1,48.9,0.11,0,0,,1020.1,Partly cloudy throughout the day.,Partially cloudy,,9.9,180.1,5.3
Douglas County,Missouri,Fall,Report 29980: Hunter remembers his lengthy daylight sighting through binoculars near Dora,36.8109,-92.3046,10/27/1980,29980,Class A,9yw37t1z4c,55.5,49.2,42.9,48.8,98.3,77.5,0.63,,0,,1009.1,Partly cloudy throughout the day.,Partially cloudy,,4,137.2,5.8
Douglas County,Missouri,Fall,Report 40087: Man recalls encounters while camping with his hunting party south of Cabool,37.02496,-92.11988,11/15/1982,40087,Class A,9yw6xu0q50,38.9,31.2,18.8,13.2,47.6,11.2,0,,0,,1031.3,Clear conditions throughout the day.,Clear,,9.8,214.3,11.4
Douglas County,Missouri,Summer,Report 18442: Memory told of being chased on a farm near Ava,36.94109,-92.7622,8/14/1986,18442,Class A,9yw41hutkn,87.2,76.8,65,64.4,67.5,76.3,0.32,0,0,,1013.6,Partly cloudy throughout the day.,Partially cloudy,,10.4,181.2,15
Douglas County,Missouri,Fall,"Report 5123: Loud calls, rock/boulder throwing disturbs campers",36.7548,-92.1527,11/19/2004,5123,Class B,9yw3p502nr,55.4,50.9,48.3,48.9,93,88,0.25,,0,,1016,Partly cloudy throughout the day.,Partially cloudy,,7.2,201.1,6
Franklin County,Missouri,Summer,Report 24879: Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell,37.79465,-90.79886,8/25/2005,24879,Class A,9yxrjb63c1,0,,0,,,,0.7,,,,,,,,,,
Franklin County,Missouri,Summer,,,,,46475,Class B,,,,,,,,,,,,,,,,,,
Franklin County,Missouri,Spring,Report 63387: A family describes ongoing incidents near Meremac River outside Saint Clair,38.203,-90.5545,3/8/2019,63387,Class A,9yz976shx5,47.5,39.3,33.4,34.7,84.1,92.7,0.07,0,0,,1017.6,Cloudy skies throughout the day.,Overcast,2,6.1,91.9,8.7
Gasconade County,Missouri,Spring,Report 6194: Two decades separate sightings of father and son at farm,38.28,-91.6253,4/11/2003,6194,Class A,9yycg08mpv,71.9,54.5,33.9,33.7,48.2,0,0.33,0,0,,1015.6,Clear conditions throughout the day.,Clear,,9.9,343.5,8.8
Greene County,Missouri,Summer,Report 5286: Meteor watchers see large two-legged dark creature approach vehicle near Springfield,37.0968,-93.4303,8/9/2002,5286,Class A,9yte1cq0s0,0,,0,,,,0.03,,,,,,,,,,
Greene County,Missouri,Fall,Report 9502: Young horse rider has daytime sighting near Ash Grove.,37.3317,-93.614,12/5/2004,9502,Class A,9ytkmu02gt,48.8,41.1,29.9,37.5,87,66.3,0.79,0.315,100,['rain'],1011.6,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,6.7,148.8,19.7
Iron County,Missouri,Fall,Report 26694: Possible nighttime encounter while camping near Potosi,37.66643,-90.86792,9/24/2009,26694,Class B,9yxqk0zyzg,70.1,67.3,65.6,66,95.2,95.4,0.19,0.164,100,['rain'],,Cloudy skies throughout the day with rain.,"Rain, Overcast",,6.6,12.4,6.9
Iron County,Missouri,Fall,,,,,49919,Class B,,,,,,,,,,,,,,,,,,
Jackson County,Missouri,Winter,Report 39835: Man running his coon dogs at night sees a large figure near Grain Valley,39.03445,-94.10855,2/12/2013,39835,Class B,9yvn4d00pu,40.5,33.9,26.2,23.6,66.7,22.8,0.08,0,0,,1019.2,Becoming cloudy in the afternoon.,Partially cloudy,,9.8,334.4,5.7
Jackson County,Missouri,Winter,Report 40306: Man observes with his binoculars a large hairy biped at the James A. Reed Wildlife Area,38.5229,-94.19245,3/8/2013,40306,Class A,9yv50sghhv,50.5,42.3,33.3,31.5,66.1,32.4,0.89,0.008,100,['rain'],1021.2,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,9.8,113.1,12.8
Jackson County,Missouri,Spring,Report 41195: Woman hears possible vocalizations in the James A. Reed Memorial Wildlife Area,38.524,-94.1927,5/19/2013,41195,Class B,9yv50t4fx4,82.8,71.6,61.8,62.7,74.6,58.8,0.32,0.59,100,['rain'],1005.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9.2,172.5,26
Jackson County,Missouri,Spring,Report 41395: Daylight sighting outside Grain Valley near the Monkey Mountain Park Reserve,38.5992,-94.1057,6/7/2013,41395,Class A,9yv5ddf2dk,72.9,63.6,53.7,52.4,69.3,25.1,0.97,0,0,,1014.5,Partly cloudy throughout the day.,Partially cloudy,,9.9,348.6,10.5
Jackson County,Missouri,Spring,Report 56438: Early morning commuter swerves to miss tall hairy figure near Grain Valley,38.99353,-94.22043,3/5/2014,56438,Class A,9yuvzfwcbb,43.1,34.6,29.8,24.2,66,33.6,0.14,0,0,,1022.1,Becoming cloudy in the afternoon.,Partially cloudy,,9.1,29.9,13.4
Jackson County,Missouri,Spring,Report 51882: Night fisherman intimidated by large rock thrown into water near Monkey Mountain,39.00875,-94.30658,5/5/2016,51882,Class B,9yuvyj243q,72.1,61,47.2,38.5,46.9,0,0.96,0,0,,1017.2,Clear conditions throughout the day.,Clear,10,9.9,351.6,12.4
Jackson County,Missouri,Summer,Report 66063: Fisherman describes large animal sounds in James Reed Memorial Wildlife Area,38.521,-94.188,8/8/2020,66063,Class B,9yv50sw3hd,89.2,80.4,71.9,71.3,75,40,0.66,0.22,100,['rain'],1015.3,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",8,9.4,174,12
Jackson County,Missouri,Winter,,,,,55672,Class A,,,,,,,,,,,,,,,,,,
Jasper County,Missouri,Winter,Report 14467: Pre-dawn road-crossing sighting by motorists outside Oronogo,37.18124,-94.47345,1/22/2008,14467,Class B,9ysgd0ws3j,32,20.9,16,14,74.5,68.7,0.5,0,0,,1027.6,Partly cloudy throughout the day.,Partially cloudy,,7.4,313.3,15
Jefferson County,Missouri,Spring,Report 16294: Mushroom hunter has early morning sighting near Festus.,38.22635,-90.39488,4/15/1999,16294,Class A,9yz9rnbkws,52.1,48.3,43.4,45.3,89.6,98.8,0,0.625,100,['rain'],998.5,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,6.1,291,23.4
Jefferson County,Missouri,Fall,Report 26919: Early A.M. sighting returning home from family event,38.4063,-90.7357,11/24/2009,26919,Class B,9yz6rr8kbv,54.4,50.8,47.8,45.7,83.1,91.2,0.25,0.237,100,['rain'],1012.9,Cloudy skies throughout the day with rain in the morning and afternoon.,"Rain, Overcast",,7.4,201.6,16.5
Jefferson County,Missouri,Fall,,,,,46749,Class B,,,,,,,,,,,,,,,,,,
Jefferson County,Missouri,Winter,Report 48339: Dark figure crosses the road at night in front of motorist near High Ridge,38.45927,-90.55145,2/15/2015,48339,Class B,9yzdg3q3qr,19.2,14.9,10.5,-1.2,49.2,84.8,0.89,0.05,100,['snow'],1032.7,Partly cloudy throughout the day with late afternoon snow.,"Snow, Partially cloudy",,8.9,70.5,11.6
Lafayette County,Missouri,Summer,,,,,36247,Class B,,,,,,,,,,,,,,,,,,
Lafayette County,Missouri,Spring,Report 41012: Two girls have a daytime close encounter on their family farm near Oak Grove,39.30745,-94.59565,4/27/2013,41012,Class A,9yuxx7tw3x,55.2,50.8,47.7,46.1,84.3,95.2,0.57,0.122,100,['rain'],1019.5,Cloudy skies throughout the day with rain clearing later.,"Rain, Overcast",,9.4,71.8,9.2
Lawrence County,Missouri,Fall,Report 24767: Motorist recalls possible early morning sighting north of Mt. Vernon,37.19201,-93.73122,11/15/1991,24767,Class B,9yt7e4e50m,67.9,59,49.6,56.2,90.9,100,0.3,0.053,100,['rain'],1017.4,Cloudy skies throughout the day with rain.,"Rain, Overcast",,4.2,202.5,15.4
Lawrence County,Missouri,Summer,Report 12470: Fisherman has daytime sighting west of Mt. Vernon,37.117,-93.894,7/19/1997,12470,Class A,9yt5pkuqpn,91.3,80.7,70.8,70.7,73.3,33.1,0.5,0,0,,1015.3,Partly cloudy throughout the day.,Partially cloudy,,8.1,147.8,8.6
Lawrence County,Missouri,Fall,Report 55225: Memory told of seeing an unknown creature climbing a tree while driving between Marionville and Aurora,36.589,-93.3945,11/12/1997,55225,Class B,9yt84ub4q7,38,34.8,30.3,32.4,91.1,99.8,0.44,0.084,100,"['rain', 'snow']",1018,Cloudy skies throughout the day with rain or snow clearing later.,"Snow, Rain, Overcast",,5.9,93,11.3
Dent County,Missouri,Fall,Report 36761: Memory told of a close encounter while deer hunting east of Salem,37.39315,-91.3012,11/17/1971,36761,Class A,9yxhdrhqzu,0,,0,,,,0,,,,,,,,,,
Daviess County,Missouri,Fall,,,,,42742,Class B,,,,,,,,,,,,,,,,,,
Dade County,Missouri,Winter,Report 48156: Duck hunter recalls hearing possible vocalizations from three individuals on Stockton Lake,37.48743,-93.86594,12/13/1978,48156,Class B,9ytm202uj5,41.3,34.1,25.8,23.7,66.2,42.8,0.47,0,0,,1033.1,Partly cloudy throughout the day.,Partially cloudy,,14.9,320.7,15
Crawford County,Missouri,Summer,Report 496: Campers see large figure cross river in moonlight,37.8597,-91.432,8/15/1977,496,Class A,9ywzrkjhxz,88.3,78.9,68.8,69.9,76,30.1,0.03,0,0,,1016.9,Partly cloudy throughout the day.,Partially cloudy,,8,148.9,11.5
Cooper County,Missouri,Summer,Report 44283: Family members describe screaming and house smacking near Prairie Home,38.437,-92.408,6/13/1973,44283,Class A,9yy69jnxc8,83,74.2,68.1,66.8,78.3,90.6,0.43,0.029,100,['rain'],1016.1,Cloudy skies throughout the day with late afternoon rain.,"Rain, Overcast",,12.2,114.6,11.4
Clinton County,Missouri,Summer,Report 45851: Motorist observes a large biped crossing US-33 at night near Plattsburg,39.60238,-94.40015,7/11/2014,45851,Class A,9zhc7c7ut4,88.3,78.6,69.4,69.4,74.2,38.7,0.47,0.003,100,['rain'],1016,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,9.9,179.9,14.7
Clay County,Missouri,Spring,Report 59450: Close-up nighttime sighting from a car near Kearney,39.2475,-94.271,5/19/2012,59450,Class A,9yuzqbccq2,84.3,76.4,67.4,56.4,51,14.3,0.96,0,0,,1010.4,Clear conditions throughout the day.,Clear,,9.9,174.1,21
Chariton County,Missouri,Summer,Report 7766: Motorist has daylight sighting near Marceline.,39.7557,-92.9282,11/21/2004,7766,Class A,9zjfjm79xz,42.9,37.6,30.1,30.5,75.8,52.1,0.32,0,0,,1028.4,Partly cloudy throughout the day.,Partially cloudy,,9.8,33.7,7.6
Cedar County,Missouri,Fall,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,37.87153,-93.82087,11/18/2005,23686,Class A,9ytr3n39xk,53,38.3,26,22.4,55.3,0,0.59,0,0,,1027,Clear conditions throughout the day.,Clear,,9.9,205.5,11.4
Cass County,Missouri,Spring,Report 1100: Two fisherman run from a large screaming creature in the woods near Highway 7,38.7437,-94.2633,5/15/1983,1100,Class B,9yuuqvpd3v,62.4,53.3,44.3,39.7,63.2,63.7,0.1,0.007,100,['rain'],1016.7,Clearing in the afternoon with early morning rain.,"Rain, Partially cloudy",,12.6,14.9,11.6
Cape Girardeau County,Missouri,Spring,,,,,45876,Class B,,,,,,,,,,,,,,,,,,
Camden County,Missouri,Summer,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,38.16811,-92.79309,7/1/1973,50534,Class B,9yy10kq1k7,88.1,79,70.1,70.7,76.8,43.6,0.04,0,0,,1012.1,Partly cloudy throughout the day.,Partially cloudy,,7.1,182.5,11.4
Callaway County,Missouri,Summer,Report 28689: Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City,38.56724,-92.07335,6/30/1999,28689,Class A,9yye2ufnrq,80.7,71,62.6,64.1,79.6,77.2,0.56,0.012,100,['rain'],1007.9,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,9.9,137.7,17.5
Buchanan County,Missouri,Unknown,,,,,24102,Class B,,,,,,,,,,,,,,,,,,
Boone County,Missouri,Spring,Report 58092: Recollection of a daytime bike path crossing in front of three youths near Columbia,38.93704,-92.32704,5/1/2000,58092,Class A,9yyme0388n,74.9,66.5,57.3,56.6,71.6,73.8,0.92,0.012,100,['rain'],1012.7,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,9.5,235.5,12.8
Bollinger County,Missouri,Summer,,,,,36150,Class B,,,,,,,,,,,,,,,,,,
Barry County,Missouri,Fall,Report 9840: Nighttime sighting on country dirt road,36.8133,-93.8232,12/6/2004,9840,Class A,9yt33j8j0b,59.6,53.5,49.5,50.7,90.7,44.2,0.83,0.718,100,['rain'],1006,Becoming cloudy in the afternoon with rain.,"Rain, Partially cloudy",,7,162.4,15
Barry County,Missouri,Summer,Report 25874: Possible late night encounter by canoeists on Flat Creek near Piney Creek Wilderness,36.7279,-93.6383,7/4/2008,25874,Class B,9yt2vnnet2,79.4,72.6,67.6,66.2,81.3,64.8,0.05,0.694,100,['rain'],1016,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,8.6,338.8,7.3
Boone County,Missouri,Summer,Report 27023: Huge animal screams and circles campsite at Finger Lake Park,39.08817,-92.31901,7/13/2004,27023,Class B,9yyq75z355,93.3,83.9,74.9,74.4,74.7,10,0.87,0,0,,1013.5,Clear conditions throughout the day.,Clear,,9.9,253.2,13.9
Boone County,Missouri,Winter,Report 27125: Late night Winter sighting by pedestrian along W. Nifong Blvd. in Columbia,38.9099,-92.36771,1/20/2008,27125,Class A,9yym657fs7,23.4,13,2.3,-1.2,54.4,35.4,0.44,0,0,,1034.6,Partly cloudy throughout the day.,Partially cloudy,,9.9,115.8,12.6
Boone County,Missouri,Spring,Report 64096: 6:30am sighting by two hunters driving 100 yds south of Cooper's Landing,38.485,-92.225,4/27/2014,64096,Class A,9yy6vmgz3e,76.8,68.7,60.7,56.1,65.4,55.2,0.94,0.896,100,['rain'],1000.8,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9,135.7,22.5
Boone County,Missouri,Spring,Report 65870: Possible daylight sighting near Missouri River and Katy Trail outside Hartsburg,38.4125,-92.1855,5/14/2020,65870,Class B,9yy6w2b940,81.3,71.7,61.1,62.6,74.3,47.8,0.75,0,0,,1011.5,Partly cloudy throughout the day.,Partially cloudy,8,9.5,158.1,15
Buchanan County,Missouri,Summer,Report 62813: Daylight encounter one mile south of Agency on the Platte River,39.3875,-94.43649,6/8/1996,62813,Class A,9zhb5432y6,70.6,63.3,55.1,55,75.4,85.9,0.75,0,0,,1016.7,Partly cloudy throughout the day.,Partially cloudy,,9.9,355.8,12.8
Callaway County,Missouri,Fall,Report 9941: Couple has car shaken and sees large animal up close near Tebbetts.,38.62,-91.96238,12/6/2004,9941,Class A,9yyeeqe1c1,58.4,53.7,51.5,51.3,91.8,83.5,0.83,0.272,100,['rain'],1006.1,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,8.4,153.9,11.2
Camden County,Missouri,Summer,Report 1099: Campsite intrusion near river.,38.04414,-92.97639,6/15/1986,1099,Class A,9yvbkm8xjj,87.2,83.9,77.1,65.7,54.9,92,0.25,0,0,,1012.1,Cloudy skies throughout the day.,Overcast,,6.8,190,12.8
Cass County,Missouri,Fall,Report 12054: Teenagers find footprint near Daugherty,38.586,-94.286,10/15/1983,12054,Class B,9yugw2r58z,73.1,65.4,57.2,47.4,52.6,65,0.3,0,0,,1014.5,Partly cloudy throughout the day.,Partially cloudy,,11.8,175.2,22.8
Cass County,Missouri,Winter,Report 65277: Three young men spot a sasquatch on a country road near Cleveland,38.397,-94.332,12/14/1988,65277,Class A,9yufmmvw9p,56.9,46.2,32.1,29.2,52.3,45.1,0.2,0,0,,1013.4,Clearing in the afternoon.,Partially cloudy,,14.7,302.2,26.4
Cass County,Missouri,Fall,Report 65278: Group spots a bigfoot late at night walking into Glenwild Cemetery south of Cleveland (MO/KS border),38.3905,-94.352,10/13/1989,65278,Class A,9yufkuybz5,85.2,69.7,57.4,53.7,59.7,15.4,0.46,0,0,,1017.3,Clear conditions throughout the day.,Clear,,15.3,202.3,15.8
Cass County,Missouri,Summer,Report 65808: Couple sees a white sasquatch at Settle's Ford Conservation Area.,38.46156,-94.14297,7/23/2020,65808,Class A,9yv4c9xnvf,94.1,83.1,72.1,71.4,69.8,10.8,0.11,0,0,,1016.6,Clear conditions throughout the day.,Clear,9,9.8,115,7
Cedar County,Missouri,Spring,Report 19695: Dusk sighting by motorist on Hwy 32 near Fair Play.,37.664,-93.684,4/15/2007,19695,Class A,9ytqk0t2sw,60.2,47.3,34.1,33.6,62.1,15.4,0.94,0,0,,1018.7,Clear conditions throughout the day.,Clear,,9,319.9,17.2
Clinton County,Missouri,Winter,Report 58980: Truck driver watches a sasquatch vanish into a treeline near Holt,39.502,-94.29428,1/29/2018,58980,Class A,9zhbwr15b4,30.2,22.2,13.7,10.6,62,36,0.44,0,0,,1036.1,Clearing in the afternoon.,Partially cloudy,9,9.8,346.8,15.7
Cooper County,Missouri,Fall,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",38.81124,-92.59781,10/15/1975,3483,Class A,9yyhuck7fe,62.9,57.7,48.8,48.7,73.2,85,0.35,0.259,100,['rain'],1017.5,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,13.8,281.2,18.3
